104	2807	3	16.58
106	369	4	10.91
107	952	3	13.13
200	271	5	32.69
1924	134	3	23.15
1664	14	3	5.91
12	509	5	4.9
12	457	5	3.96
104	4982	3	24.8
455	354	3	26.91
124	1228	3	19.27
132	573	3	14.75
193	161	7	34.34
116	866	3	14.24
3829	121	4	42.29
124	515	3	13.01
232	142	8	36.67
362	403	6	61.7
122	143	14	27.03
2427	14	3	8.23
113	259	5	11.49
119	528	3	10.84
5806	14	3	17.33
102	4989	3	22.16
820	180	3	24.17
1213	14	6	16.46
1177	138	3	20.52
631	12	13	44.69
115	326	3	6.98
145	309	3	11.65
522	12	5	5.11
165	140	5	11.57
142	274	4	15.57
1051	1103	3	41.07
544	120	3	11.05
472	102	5	8.78
493	12	7	10.35
953	210	6	63.77
3398	149	3	30.29
116	355	4	12.92
243	108	11	36.92
101	4970	3	21.78
324	119	4	12.52
85	198	3	7.27
1938	14	4	11.31
142	2734	4	39.27
265	14	29	60.78
614	101	4	7.37
168	2	4	4.7
1266	121	3	17.77
697	5388	3	53.44
610	107	3	10.09
103	794	4	11.32
102	589	10	36.71
112	104	31	5.2
8	490	17	138.26
101	1174	3	7.83
134	133	5	4.32
119	273	3	6.18
104	1850	5	29.1
291	119	15	80.97
128	108	24	39.58
101	927	4	10.73
137	818	3	18.16
12	141	182	528.26
130	170	25	136.92
106	534	3	8.96
111	1096	9	67.62
1383	12	4	10.31
315	111	4	9.97
4938	109	3	28.91
110	116	22	17.58
368	114	6	22.73
111	1806	3	17.86
149	278	3	11.89
139	116	11	13.11
357	120	4	13.38
413	102	9	23.27
104	1334	6	33.17
115	2236	3	20.53
160	383	3	16.34
2402	101	3	12.44
1899	14	4	11.31
3368	14	3	10.83
8	747	3	15.94
135	279	4	15.08
1074	14	4	6.49
470	114	3	8.99
2269	1503	6	113.83
101	2392	5	28.04
178	126	10	35.67
796	107	3	11.81
2431	102	3	12.8
3403	14	3	10.83
111	2632	3	20.95
1437	180	3	28.17
158	4702	3	38.36
370	154	3	15.06
183	895	3	24.67
640	14	8	15.58
1692	14	3	5.91
120	294	3	6.76
106	739	5	24.11
12	901	4	6.67
101	240	17	34.62
102	1459	4	15.48
107	449	3	7.91
164	179	30	235.16
377	104	4	6.68
131	184	5	12.88
2418	121	4	32.76
145	102	20	6.87
1855	104	3	13.54
334	144	6	32.78
124	2356	4	34.78
119	387	8	39.76
111	1463	3	16.46
138	125	6	5.93
108	112	25	15.1
1028	103	4	13.56
119	183	8	19.56
141	101	27	12.81
291	122	4	11.94
338	143	7	39.83
161	147	5	12.93
231	112	5	9.48
117	1841	3	19.48
102	2743	3	14
2580	14	3	9.36
115	520	4	15.59
115	444	4	14.33
206	316	3	18.5
59	237	15	76.33
103	626	4	9.09
101	1112	5	17.75
13	175	3	8.25
102	386	6	10.27
124	2610	5	50
199	220	3	14.15
402	128	4	18.34
355	111	7	27.28
583	118	11	73.44
217	194	7	44
324	174	4	24.96
217	131	6	20.78
217	277	4	26.02
101	2644	3	13.63
439	14	10	15.33
137	203	5	15.75
102	1232	3	8.62
146	2231	3	27.02
107	281	4	8.09
1760	14	3	6.56
147	152	4	7.36
199	334	3	18.58
120	462	4	15.73
108	1343	4	23.24
111	479	7	32.38
101	2693	3	13.63
85	220	3	8.26
923	12	5	10.99
2131	102	3	11.83
266	114	9	31.37
1350	153	4	35.12
101	4028	3	17.34
231	253	4	25.11
1883	12	4	12.95
319	102	9	17.8
670	104	4	11.77
119	287	5	15.65
119	220	4	7.3
112	147	15	26.19
1396	14	3	4.86
1094	103	4	14.12
807	14	11	35.63
262	16	4	9.92
108	3064	3	22.09
617	119	4	18.57
216	320	10	89.8
216	252	5	32.52
475	119	4	15.87
604	117	3	11.88
138	114	34	96.41
129	752	4	24.56
696	111	3	11.46
121	1040	3	16.4
101	3008	3	15.16
159	12	49	67.62
108	1521	5	32.92
1061	12	4	7.96
106	2478	6	51.75
106	2426	3	19.24
838	104	3	8.44
198	156	3	9.28
565	336	4	39.86
432	110	3	8.18
760	103	3	6.56
126	132	41	176.17
104	105	256	745.05
344	183	3	17.93
2965	14	4	15.7
3971	1114	4	75.67
124	1322	3	19.81
354	113	3	7.07
103	1148	3	9.2
101	721	6	18.08
105	4360	3	23.04
367	107	4	10.91
1129	9	11	104.89
135	128	9	14.55
329	116	3	7.49
353	8	4	16.3
12	1312	3	5.51
113	309	4	9.95
122	111	22	23.57
153	4173	3	33.27
1458	101	3	9.32
2061	14	3	7.32
102	2573	3	14
124	353	32	283.09
400	5146	3	49.35
506	112	6	26.67
174	172	6	28.41
149	192	3	7.87
102	2265	6	38.64
126	6131	3	33.59
226	799	15	194.61
487	8	4	19.33
523	113	3	9.49
362	12	21	62.3
114	188	5	6.78
114	133	14	16.33
152	377	4	22.56
756	12	4	5.64
163	116	9	17.57
1008	379	7	92.91
16	296	5	16.87
143	188	13	62.46
882	14	7	16.81
101	2364	4	19.65
371	112	4	11.77
101	2244	4	19.65
117	342	6	24.2
1963	121	3	21.18
445	12	5	3.96
111	3227	3	22.53
101	1972	3	11.47
122	116	20	25.46
152	200	5	19.73
718	101	4	8.81
572	448	3	30.16
126	261	4	12.46
560	103	3	4.59
167	108	14	34.43
336	14	14	21.81
101	2569	3	13.63
106	206	4	4.34
3642	12	3	12.1
294	111	5	13.3
868	402	17	272.95
148	116	9	11.43
102	2077	3	11.83
340	163	6	40.11
197	126	3	5.27
12	289	15	24.02
199	646	3	23.64
107	742	4	17.38
101	898	4	10.29
16	216	6	15.83
107	666	3	10.76
511	122	3	11.44
1749	101	4	16.95
3381	14	3	10.83
1143	14	6	15.5
102	2348	3	12.8
246	581	3	24.78
1007	226	3	28.2
379	310	3	24.58
307	104	5	7.65
105	5363	3	27.52
302	256	3	20.05
174	603	9	86.36
161	120	6	8.02
302	142	3	10.7
1672	9	5	41.7
114	716	4	18.16
4828	101	3	21.78
1735	14	8	36.44
2238	101	3	12.44
1310	103	5	21.84
2067	12	6	28.47
111	560	4	15.29
111	492	4	14.13
825	9	10	83.48
105	520	4	12.45
1212	113	4	22.72
159	57	4	4.21
1306	12	3	5.51
258	12	11	8.1
498	2613	4	60.08
131	168	12	46.82
360	14	21	52.95
617	108	3	10.13
262	106	4	6.8
145	134	7	11.95
475	108	3	8.23
113	620	4	16.71
12	1700	4	11.95
216	331	3	19.44
356	109	3	6.56
2211	102	3	11.83
129	624	3	15.07
230	12	20	26.74
202	59	3	4.51
150	107	8	6.63
1034	113	3	14.24
2130	12	3	8.52
103	853	4	11.71
115	207	7	16.58
414	109	3	7.55
9	16	8	4.53
111	1598	4	25.6
332	106	3	5.95
109	1719	3	16.8
252	536	3	24.44
121	918	13	116.36
243	174	6	35.74
184	101	15	15.53
243	122	7	23.82
320	12	10	12.39
1339	849	9	153.78
341	102	6	8.71
107	398	15	85.48
12	775	4	5.64
2018	102	3	11.83
227	293	4	27.17
1672	3692	4	79.61
101	542	21	108.03
331	8	4	15.6
107	247	9	27.08
1527	14	4	9.49
4115	101	4	29.05
180	125	3	4.33
119	143	12	17.45
928	101	4	10.73
1100	106	3	13.92
2819	14	3	9.36
302	101	15	38.74
111	1266	8	60.72
106	1679	3	16.63
610	121	3	12.9
317	107	3	5.54
124	2561	4	36.69
112	229	4	5.99
1047	12	5	12.2
112	120	34	53.48
246	564	4	35.24
158	1565	3	26.17
241	104	6	6.72
144	132	12	30.73
456	514	8	96.44
114	245	13	51.67
1084	149	3	22.05
125	138	11	21.33
111	4218	4	38.97
173	477	4	28.73
116	2402	4	31.31
227	725	3	25.84
12	138	38	10.46
483	102	7	16.97
151	274	5	25.41
146	419	4	22.13
104	594	11	52.16
111	759	3	11.99
140	1402	3	21.64
2303	960	5	85.13
101	628	5	11.61
101	798	11	51.36
403	106	13	70.37
102	763	8	30.97
428	122	3	10.4
860	14	8	20.67
122	198	14	56.9
301	117	4	11.16
186	290	3	16.35
6065	3487	3	64.8
375	12	7	6.73
108	662	3	10.57
690	101	3	4.83
303	138	6	29.47
491	16	3	11.02
905	119	3	14.55
170	269	4	21.61
1193	225	3	29.04
135	278	3	9.66
12	1224	4	9.63
160	133	4	6.26
176	833	3	23.91
962	128	3	18.17
459	161	5	34.89
106	118	15	4.98
154	104	10	4.19
105	925	8	48.88
178	198	7	39.36
104	261	9	18
127	697	4	23.58
105	670	4	15.14
224	141	7	29.45
158	239	3	11.35
104	516	5	13.6
110	117	33	48.09
129	1156	4	28.61
550	112	4	15.16
101	926	3	6.37
16	209	6	15.41
321	337	3	24.03
12	314	14	23.95
101	1824	3	10.65
675	12	9	24.73
102	898	3	6.39
3519	12	3	12.1
219	581	3	23.55
1197	119	3	16.52
139	117	7	4.42
139	182	4	9.6
1592	14	3	5.91
1134	1217	6	95.42
153	125	60	373.29
115	445	5	20.15
2849	14	3	9.36
101	1315	4	13.48
4653	114	3	25.14
1137	114	8	58.41
119	137	23	57.39
128	102	51	57.82
731	104	4	12.43
108	560	5	20.69
12	2498	4	15.57
1774	116	3	19.24
110	615	3	10.51
2902	567	5	80.96
133	408	11	76.78
417	251	3	22.84
1561	14	5	14.41
104	2360	3	15.37
514	14	12	26.25
102	1356	3	9.12
187	699	3	23.35
120	162	7	11.16
848	119	9	65.49
131	266	3	8.4
978	103	3	8.03
810	173	7	68.3
510	104	3	5.22
278	114	3	5.27
184	287	3	16.24
891	102	3	6.39
839	121	3	14.98
133	1430	3	21.05
138	195	3	6.35
171	543	9	82.71
3595	14	5	28.88
1915	174	3	29.21
103	982	3	8.03
156	136	5	9.17
156	266	3	12.08
1142	334	4	46.42
245	4663	3	39.9
522	251	3	24.26
118	2419	4	31.73
1243	12	3	5.51
2158	12	3	8.52
938	12	5	10.99
101	316	14	37.13
432	111	3	8.21
221	114	10	31.22
6111	238	3	44.17
154	717	8	70.5
12	1064	3	4.39
159	168	5	17.76
39	243	3	13.28
12	2134	3	8.52
1382	14	6	18.71
489	248	3	23.73
111	478	5	19.63
337	136	3	11.46
816	110	3	12.24
155	102	64	174.44
555	109	18	128.42
227	207	3	14.94
1065	102	3	7.37
458	104	4	8.23
115	1239	3	16.13
134	229	3	7.42
102	422	4	4.76
196	2205	3	31.46
180	112	6	8.72
1334	110	5	32.46
1742	765	3	42.54
104	1258	6	31.89
626	102	3	4.35
104	1108	3	10.18
111	1758	5	36.41
149	191	3	7.83
104	501	11	47.46
586	114	7	36.37
1482	113	3	16.72
3659	169	3	35.82
121	326	8	38.02
117	343	4	12.95
12	299	60	309.51
130	138	32	132.27
106	582	5	20.94
12	166	29	26.8
143	262	4	14.49
16	164	9	20.71
111	2254	3	19.73
102	1822	3	11.01
181	835	3	24.24
105	2238	4	27.19
239	1019	3	28.74
193	150	3	8.31
236	126	3	6.9
615	113	4	16.71
465	120	4	15.73
602	107	4	15.47
106	3763	3	24.25
102	2401	4	20.14
113	108	75	178.06
113	233	12	43.24
115	681	4	18.35
135	327	3	11.16
102	798	4	9.96
122	110	27	37.07
122	302	4	12.25
102	628	6	16.78
225	262	3	17.19
158	269	4	18.81
12	2913	3	10.6
129	1135	4	27.97
790	12	4	5.96
129	1186	3	19.49
715	107	3	11
101	2314	5	28.04
4377	12	3	14.24
163	110	8	10.98
12	288	74	450.01
200	494	4	31.05
16	2	70	260.4
321	14	16	27.39
473	16	3	10.71
211	233	3	15.47
211	108	8	18.58
286	14	20	34.87
434	112	5	18.77
297	128	5	20.69
123	3151	3	25.94
312	111	6	19.17
1772	3072	4	75.7
947	109	3	12.93
5463	5352	3	71.53
1931	104	3	13.54
1029	121	5	33.1
237	1683	4	45.47
186	338	5	34.97
106	1423	5	31.71
186	262	3	15
142	2084	4	35.83
445	101	4	4.82
113	176	5	5.75
12	1191	3	5.1
565	2096	3	41.03
122	285	4	11.84
101	1971	3	11.47
3396	14	3	10.83
105	5515	3	27.52
122	117	20	26.73
136	176	5	12.95
382	152	4	22.72
104	3030	3	18.14
106	149	17	32.58
136	119	10	10.54
12	373	6	4.46
148	117	16	36.74
101	846	4	9.89
8	1913	5	43.21
110	402	3	7.67
416	8	3	11.73
120	4486	3	26.5
193	128	5	13.41
121	400	6	28.23
178	111	5	5.55
1528	12	4	11.08
131	300	3	9.79
1977	2218	3	51.38
198	114	6	11.02
131	12	76	72.58
1977	2322	3	51.38
116	4918	3	30.62
495	14	9	14.15
243	134	3	8.01
214	704	13	154.42
127	346	4	16.61
116	523	4	16.33
39	217	4	18.35
356	108	3	6.46
141	387	4	19.58
141	591	3	15.79
165	114	11	23.39
287	142	3	10.39
103	901	3	7.39
143	1919	3	23.81
1352	12	9	42.71
6027	173	3	40.65
117	3602	4	36.17
128	189	5	12.9
128	134	10	17.75
110	1987	4	27.89
1000	103	4	13.05
141	183	5	14.2
345	14	21	51.26
168	203	3	11.44
118	1789	5	39.25
108	1345	5	31.8
288	122	24	161.19
1031	103	3	8.39
158	642	3	19.84
107	307	3	5.23
101	386	9	21.13
12	626	21	99.7
254	102	12	20.56
180	1600	3	28.84
324	102	7	11.16
101	2726	4	21.51
337	12	9	10.35
806	14	8	19.8
106	994	4	19.98
5304	4227	3	67.03
411	14	8	8.33
4393	14	3	12.95
155	134	4	5.47
176	448	3	19.4
59	115	23	34.67
153	152	3	5.07
115	566	4	16.31
216	538	4	32.88
3608	14	3	10.83
13	103	22	28.48
359	121	5	20.05
2025	107	3	18.23
102	2753	3	14
150	148	4	6.95
208	408	8	72.13
145	122	11	18.59
112	364	6	21.93
2429	14	3	8.23
152	814	3	20.53
669	14	5	6.15
104	2414	5	33.03
3233	103	3	16.65
164	112	54	280.8
102	1481	4	15.48
110	1069	4	21.11
39	135	5	11.95
132	958	3	18.72
12	4339	3	14.24
155	2744	5	57.84
159	184	3	8.76
4818	57	3	32.76
228	133	3	7.35
479	12	8	13.35
4427	1482	4	78.65
365	103	6	11.11
151	378	3	14.98
1288	170	3	26.5
104	132	85	251.93
126	105	57	155.85
4326	101	3	17.34
179	117	4	4.72
2970	14	4	15.7
170	140	4	8.87
122	126	12	14.92
4063	876	3	50.45
102	721	4	9.25
1397	57	3	19.34
301	116	6	20.92
125	524	3	13.25
106	1426	6	40.94
114	104	56	48.33
144	263	64	656.55
141	2469	3	25.61
263	109	4	7.07
761	12	4	5.64
160	465	3	17.57
149	233	3	9.83
2191	14	4	12.47
368	156	4	22.84
516	103	3	4.15
273	2825	3	37.55
5032	123	3	32.65
653	103	4	9.65
1307	14	5	12.48
104	519	8	29.4
12	2996	4	17.4
239	730	3	26.38
515	522	3	30.59
103	1516	3	10.74
12	139	39	11.98
1590	142	5	44.8
141	116	12	16.17
161	133	4	6.44
133	1133	5	38.46
103	662	3	5.65
950	14	8	22.63
102	507	4	6.05
13	108	7	6.5
115	1167	3	15.64
147	170	5	15.34
1489	101	4	15
12	781	12	45.18
106	1061	5	28.2
1287	14	6	17.52
8	1129	3	18.4
4501	14	3	12.95
107	261	7	18.83
102	1264	3	8.62
324	160	8	56.57
252	121	15	75.73
85	151	6	13.76
127	206	6	19.19
116	361	7	30.66
917	104	4	14.45
108	1445	4	24.08
1703	120	3	18.85
2056	14	3	7.32
472	174	3	19.58
12	886	17	93.07
209	132	10	44.84
650	2600	6	106.64
198	138	9	37.97
341	108	3	6.27
8	1501	4	30.06
349	147	3	13.53
341	233	4	29.8
153	390	6	39.84
145	119	19	45.68
165	138	4	7.63
1406	103	3	10.17
1377	113	3	16.13
12	3449	5	31.07
116	1246	5	33.82
332	104	5	8.84
1666	102	3	10.3
1535	12	4	11.08
111	1480	3	16.46
101	3861	3	17.34
124	1103	9	79.64
102	761	8	30.97
1193	12	9	38.14
102	710	3	5.13
135	161	4	6.58
470	14	9	13.29
1556	14	9	41.79
650	14	5	5.83
344	154	4	21.82
344	110	3	6.61
148	267	3	10.6
146	3049	3	29.84
311	59	3	8.56
57	12	157	279.45
121	5030	3	31.71
57	345	4	15.31
239	792	10	118.85
16	193	7	18
154	485	3	16.96
348	160	5	31.11
399	14	9	10.75
133	930	3	18.36
101	2256	5	28.04
127	756	3	16.4
108	1820	3	17.43
111	1081	8	57.34
2023	429	3	39.33
770	14	8	18.98
270	106	3	4.2
183	152	4	12.81
110	101	138	190.22
12	2935	3	10.6
219	445	3	21.81
3124	1280	3	50.75
368	14	11	14.58
1483	14	3	5.36
101	1808	3	10.65
263	102	12	21.45
287	2246	3	36.78
113	429	4	13.46
235	122	4	9.12
103	201	13	18.81
451	132	3	13.25
2646	2035	4	74.34
1418	14	6	18.71
130	201	3	5.83
5927	2623	3	63.21
16	178	6	11.98
1162	103	3	9.2
101	1095	3	7.42
110	142	16	22.96
242	120	3	4.91
105	838	3	10.96
151	59	5	5.3
167	102	56	176.8
1055	12	3	4.39
136	122	8	7.44
106	259	5	10.4
294	301	4	31.33
283	103	5	4.9
1267	103	3	9.66
102	2015	3	11.83
160	231	3	11.36
115	665	3	11.99
135	145	21	78.27
170	236	3	13.3
1519	14	5	14.41
122	123	15	20.21
260	16	4	9.92
109	422	3	7.67
2305	12	3	9.45
8	2559	3	25.02
191	140	4	10.23
617	102	5	11.82
4977	2218	3	61.97
145	191	6	21.23
889	104	3	8.74
284	1100	3	31.33
1212	14	6	16.46
146	760	3	19.12
117	793	3	13.85
127	565	4	21.15
2	164	8	16.78
116	2889	5	45.65
1934	1036	6	102.11
239	332	6	49.77
102	1174	6	25.61
111	2647	4	31.36
101	589	14	61.09
237	166	3	12.79
525	103	5	11.37
106	4277	3	24.25
106	2186	6	48.51
118	1082	4	23.98
266	14	13	9.4
490	103	6	15.08
1939	14	6	23.55
119	154	5	4.01
208	141	3	7.09
141	127	5	4.19
134	104	22	15.59
1280	9	3	19.34
112	133	12	10.49
3564	12	3	12.1
880	109	8	51.43
112	188	5	6.39
1038	104	3	9.78
106	1786	3	17.37
115	488	7	34.62
924	580	4	50.16
616	717	5	63.27
136	1695	3	22.57
309	355	6	56.69
105	505	5	17.49
133	141	14	37.79
436	414	3	27.89
239	506	6	56.1
164	139	11	41.44
2897	1055	4	67.43
121	3646	4	37.3
306	128	3	9.78
115	227	4	6.7
116	6143	3	30.62
251	9	4	11.72
845	102	3	6.11
1391	12	3	5.97
584	101	5	10.31
5883	14	3	17.33
138	124	6	5.58
313	138	4	16.99
128	205	3	5.92
266	170	3	14.36
140	863	4	27.31
4767	14	3	17.33
108	390	8	34.55
59	3055	3	25.69
119	117	12	5.61
3395	14	5	28.88
119	182	10	28.45
106	3443	3	22.04
119	285	3	6.58
1822	4080	3	55.57
1876	165	3	28.06
254	118	14	65.71
432	421	7	78.64
111	425	3	8.08
127	228	5	15.9
237	221	3	16.16
337	127	9	51.75
104	920	6	27.08
85	182	5	15.32
2471	14	6	29.03
12	112	97	26.08
182	122	7	17.05
111	2319	5	40.37
104	410	14	61
110	267	3	4.18
116	659	17	140.32
124	1436	3	20.4
108	1020	3	13.56
523	14	7	8.62
595	226	3	24.37
1684	14	3	5.91
215	101	10	8.66
101	1854	4	16.95
2875	14	3	9.36
102	943	3	6.7
106	1542	4	24.01
115	789	3	13.05
553	172	3	20.58
125	493	4	19.55
780	14	5	7.25
122	101	37	8.61
114	584	3	10.32
102	791	8	31.85
774	378	3	31.31
1295	114	8	61.78
303	114	4	9.79
1029	107	3	13.51
110	590	3	10.1
190	1267	3	27.58
1437	185	3	28.45
200	224	9	63.49
101	762	3	5.28
12	2861	6	37.29
3350	450	3	43.33
1404	14	4	8.75
118	3691	3	26.45
101	612	8	25.67
105	4199	3	23.04
136	144	5	5.87
330	12	10	12.66
102	630	4	8.06
101	1882	3	10.65
122	213	3	4.5
915	12	4	7.07
113	207	4	5.13
111	1969	3	18.72
542	110	9	48.69
829	105	4	17
4413	14	3	12.95
109	392	5	17.01
919	162	3	22.8
585	14	11	25.52
109	214	5	7.89
297	103	6	8.03
129	399	3	12.08
114	229	7	17.83
102	1094	3	7.75
114	120	20	17
152	474	3	16.67
125	202	3	5.38
166	12	22	12.18
143	120	41	151.73
16	323	3	8.26
520	9	3	13.08
163	137	3	4
646	121	7	43.93
130	114	23	42.8
116	2537	6	55.53
106	368	19	114.46
111	1030	5	29.01
117	577	11	73.19
242	147	3	9.79
183	125	3	4.46
104	2249	6	43.9
2573	101	3	13.63
137	105	47	131.47
107	132	39	103.73
85	197	5	16.76
8	6171	3	33.32
312	2124	3	36.54
118	1706	3	18.8
113	2237	7	68.83
119	126	10	7.92
1859	113	3	18.12
128	160	5	8.88
637	131	3	15.51
401	103	4	5.63
2104	14	3	7.32
134	187	9	34.5
134	262	3	8.63
145	108	9	6.06
171	480	3	19.65
191	124	7	21.2
119	377	3	8.79
175	118	16	57.24
12	3454	3	12.1
987	104	5	21.13
140	759	3	17.67
203	227	3	14.69
184	116	4	4.88
734	12	5	8.63
120	308	4	11.63
1300	14	9	36.41
221	138	5	17.31
295	373	3	23.72
102	1465	3	9.67
827	123	3	15.89
341	119	4	13.04
392	102	5	7.2
1565	551	3	39.21
252	309	3	20.27
223	343	3	20.15
101	2707	3	13.63
105	244	21	89.89
104	4209	4	33.07
999	342	3	32.29
147	154	9	30.05
104	2290	3	15.37
2637	746	6	108.95
101	342	6	8.12
101	418	9	22.66
137	108	21	36.06
527	103	3	4.15
12	1924	3	7.73
115	519	3	9.99
102	525	7	18.1
112	108	60	115.36
165	575	5	38.22
101	1111	7	30.54
102	441	5	8.35
285	454	3	24.9
119	269	5	14.04
813	114	3	12.66
195	118	8	21.42
128	104	20	9.33
217	1288	5	54.56
59	4818	3	32.4
2664	258	3	36.64
891	104	4	14
150	191	3	8.1
116	1110	3	15.75
313	116	3	7.06
1725	12	3	7.07
606	12	4	3.88
138	272	4	15.17
2463	12	3	9.45
117	1923	5	39.14
118	797	5	28.71
601	790	3	35.02
652	106	4	16.35
727	101	11	48.69
102	268	23	71.07
234	233	4	24.33
237	6085	3	44.17
102	336	13	36.6
2112	14	3	7.32
593	143	3	15.88
